sr5,stalkie,Tdal_ST_mt,M,SR,ptg000016l_rc_rotated
sr1,stalkie,Tdal_ST_mt,M,SR,ptg000016l_rc_rotated
sr2,stalkie,Tdal_ST_mt,M,SR,ptg000016l_rc_rotated
sr3,stalkie,Tdal_ST_mt,M,SR,ptg000016l_rc_rotated
