st5,stalkie,Tdal_ST_mt,M,ST,ptg000016l_rc_rotated
st1,stalkie,Tdal_ST_mt,M,ST,ptg000016l_rc_rotated
st2,stalkie,Tdal_ST_mt,M,ST,ptg000016l_rc_rotated
st3,stalkie,Tdal_ST_mt,M,ST,ptg000016l_rc_rotated
