1,ST
2,ST
3,ST
5,SR
6,SR
8,ST
9,ST
10,SR
11,ST
13,ST
14,SR
15,ST
17,SR
18,SR
19,SR
20,ST
21,ST
22,ST
23,SR
24,SR
25,ST
26,ST
27,ST
28,ST
29,SR
30,SR
31,SR
32,ST
33,SR
34,ST
36,ST
37,ST
38,ST
39,ST
40,ST
41,ST
42,ST
43,ST
44,ST
45,ST
47,SR
48,ST
49,ST
50,ST
52,ST
53,SR
54,ST
55,ST
56,SR
57,SR
58,ST
59,SR
61,ST
62,ST
63,ST
64,SR
65,SR
66,ST
67,ST
69,SR
70,ST
73,SR
74,SR
75,SR
76,SR
77,SR
78,ST
79,ST
81,SR
82,ST
84,ST
85,ST
87,SR
89,SR
90,SR
91,ST
93,ST
94,SR
95,SR
96,ST
97,SR
98,SR
99,ST
